,Unnamed: 0,City,Job title,Company name,Location,Salary,Links,business skills
3793,3794,Toronto,CREDIT MANAGER,Accord Financial Ltd.,"Toronto, ON",no salary info,http://www.indeed.ca/company/Accord-Financial-Ltd./jobs/Credit-Manager-dde90fd33ddaf2db?fccid=57def5602b13196d&vjs=3,communication_skills finance ms_office business_finance interpersonal_skills excel
3794,3795,Toronto,"Director, Project Management",Loblaw,"Brampton, ON",no salary info,http://www.indeed.ca/rc/clk?jk=51b5b4ebd7cebdb2&fccid=bc30630cfcc120d4&vjs=3,retail market compliance delivery technical_skills relationship project_management college merchandising relationship_building excel analytical operations recruitment
3795,3796,Toronto,Sales Manager,Connex Trading Company Ltd,"Richmond Hill, ON",$25 an hour,http://www.indeed.ca/company/Connex-Trading-Company-Ltd/jobs/Sales-Manager-1c0e7e6ee3079fd4?fccid=b4f85c523f913834&vjs=3,new_product market delivery promotions relationship sales communication_skills usa trading ms_office product_presentation presentation trader operations
3796,3797,Toronto,"Administrative Assistant, Practice Management",Raymond James,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=fed4029b3cf34b86&fccid=a29e9c4c46532426&vjs=3,relationship ca customer_service customer_relationship events dealing excel advisor relationship_management travel wealth_management recruitment
3797,3798,Toronto,Treatment Coordinator/Office Manager,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Treatment-Coordinator-Office-Manager-d4361ea303f102f1?fccid=21778cedba5604d4&vjs=3,insurance customer_service
3798,3799,Toronto,Office Manager/Treatment Coordinator,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Office-Manager-Treatment-Coordinator-f242941161f39838?fccid=21778cedba5604d4&vjs=3,compliance customer_service presentation
3799,3800,Toronto,Manager of Operations,Forever 21,"Toronto, ON",no salary info,http://www.indeed.ca/company/Forever-21/jobs/Manager-Operation-65e410d285fef82a?fccid=d24462a8530608be&vjs=3,facility_services retail marketing time_management sales customer_service college strategic_planning management_skills facility events merchandising stock operations recruitment
3800,3801,Toronto,Software Installation Technician (Syteline IT Support Assistant),Arconas Corporation,"Mississauga, ON","$50,000 - $60,000 a year",http://www.indeed.ca/company/Arconas-Corporation/jobs/Software-Installation-Technician-10cae43443a4a6fe?fccid=af59fdc31cdc4050&vjs=3,healthcare sales customer_service college finance accounting crm dealing closure sql travel
3801,3802,Toronto,Project Manager,5centsCDN Inc.,"Toronto, ON","$55,000 - $85,000 a year",http://www.indeed.ca/company/5centsCDN-Inc./jobs/Project-Manager-a2f4da512f5bba5c?fccid=72caed7d6f5ce6b7&vjs=3,delivery communication_skills project_management software_development written_communication project_manager freelance
3802,3803,Toronto,"Dean, School of Community and Health Studies",Centennial College,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=d8235cab4da20a69&fccid=db8fabdbaed256a6&vjs=3,delivery staffing college’ excel retention equity operations
3803,3804,Toronto,"Manager, Supply Chain Planning",Give & Go Prepared Foods Corp.,"Brampton, ON",no salary info,http://www.indeed.ca/company/Give-&-Go-Prepared-Foods-Corp./jobs/Manager-df3dd36de92995c4?fccid=ea1d9acd2294f439&vjs=3,new_product marketing sales communication_skills forecasting project_management business_operations finance ms_office negotiation analytical supply_chain_management operations
3804,3805,Toronto,Legal Office Manager,ET Office Solutions,"Toronto, ON","$40,000 - $45,000 a year",http://www.indeed.ca/company/ET-Office-Solutions/jobs/Legal-Office-Manager-d65528bd1afa91f8?fccid=f243dd04c73ce881&vjs=3,legal bank primary relationship sales social_media client_relationship customer_service advertising analytics seo
3805,3806,Toronto,Accounting Coordinator - Office of the CEO,SOFINA FOODS INC.,"Markham, ON",no salary info,http://www.indeed.ca/company/Sofina-Foods/jobs/Accounting-Coordinator-caf022d8da11c76f?fccid=2391ff5e98bf3892&vjs=3,legal compliance ca admin accounting advisor
3806,3807,Toronto,"Account Manager, eCommerce",Viva Naturals,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=08ec3a0cfca84be2&fccid=da54ddb3128012a3&vjs=3,strategy new_product marketing analytical_skills promotions sales customer_experience leadership_skills communication_skills project_management selling share account_manager prospecting finance management_skills brand_management competitive_analysis mba analytical marketing_campaigns digital_marketing campaigns new_business
3807,3808,Toronto,Construction Project Coordinator,Maple Drywall Inc.,"Woodbridge, ON",no salary info,http://www.indeed.ca/company/Maple-Drywall-Inc./jobs/Construction-Project-Coordinator-f8e4ba4623604454?fccid=20a9886892e3f452&vjs=3,budgeting communication_skills construction dealing verbal_communication
3808,3809,Toronto,Regulatory Affairs Manager - Oncology,Johnson & Johnson Family of Companies,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=96c666f835f0b462&fccid=0bed8e17bc113980&vjs=3,strategy life_cycle compliance primary writing_skills policies medical hiring
3809,3810,Toronto,Restaurant Manager,A&W Foodservices Canada,"Toronto, ON","$45,000 a year",http://www.indeed.ca/company/N2A-Inc.-(A&W-Canada)/jobs/Restaurant-Manager-6b0ffff73aa71979?fccid=7922b39405a84743&vjs=3,compliance college medical hospitality operations
3810,3811,Toronto,Restaurant Manager,Ricarda's,"Toronto, ON","$105,000 a year",http://www.indeed.ca/company/Ricarda's/jobs/Restaurant-Manager-d91abd3492ed0e04?fccid=359d526beed90166&vjs=3,legal profitability compliance sales customer_service advertising events accounting kitchen interpersonal_skills presentation analytical hiring stock operations
3811,3812,Toronto,SMB Development Manager,Apple,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=b989c7e4de5dd0de&fccid=c1099851e9794854&vjs=3,strategy market marketing regional_sales sales new_business_development selling demand_generation business_development enterprise_sales new_business advisor
3812,3813,Toronto,"Manager, Communications",MasterCard,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=ae83c2aad3cba603&fccid=10b5c722d846df43&vjs=3,marketing events interpersonal_skills
3813,3814,Toronto,CREDIT MANAGER,Accord Financial Ltd.,"Toronto, ON",no salary info,http://www.indeed.ca/company/Accord-Financial-Ltd./jobs/Credit-Manager-dde90fd33ddaf2db?fccid=57def5602b13196d&vjs=3,communication_skills finance ms_office business_finance interpersonal_skills excel
3814,3815,Toronto,"Director, Project Management",Loblaw,"Brampton, ON",no salary info,http://www.indeed.ca/rc/clk?jk=51b5b4ebd7cebdb2&fccid=bc30630cfcc120d4&vjs=3,retail market compliance delivery technical_skills relationship project_management college merchandising relationship_building excel analytical operations recruitment
3815,3816,Toronto,Sales Manager,Connex Trading Company Ltd,"Richmond Hill, ON",$25 an hour,http://www.indeed.ca/company/Connex-Trading-Company-Ltd/jobs/Sales-Manager-1c0e7e6ee3079fd4?fccid=b4f85c523f913834&vjs=3,new_product market delivery promotions relationship sales communication_skills usa trading ms_office product_presentation presentation trader operations
3816,3817,Toronto,"Administrative Assistant, Practice Management",Raymond James,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=fed4029b3cf34b86&fccid=a29e9c4c46532426&vjs=3,relationship ca customer_service customer_relationship events dealing excel advisor relationship_management travel wealth_management recruitment
3817,3818,Toronto,Treatment Coordinator/Office Manager,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Treatment-Coordinator-Office-Manager-d4361ea303f102f1?fccid=21778cedba5604d4&vjs=3,insurance customer_service
3818,3819,Toronto,Office Manager/Treatment Coordinator,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Office-Manager-Treatment-Coordinator-f242941161f39838?fccid=21778cedba5604d4&vjs=3,compliance customer_service presentation
3819,3820,Toronto,Manager of Operations,Forever 21,"Toronto, ON",no salary info,http://www.indeed.ca/company/Forever-21/jobs/Manager-Operation-65e410d285fef82a?fccid=d24462a8530608be&vjs=3,facility_services retail marketing time_management sales customer_service college strategic_planning management_skills facility events merchandising stock operations recruitment
3820,3821,Toronto,Software Installation Technician (Syteline IT Support Assistant),Arconas Corporation,"Mississauga, ON","$50,000 - $60,000 a year",http://www.indeed.ca/company/Arconas-Corporation/jobs/Software-Installation-Technician-10cae43443a4a6fe?fccid=af59fdc31cdc4050&vjs=3,healthcare sales customer_service college finance accounting crm dealing closure sql travel
3821,3822,Toronto,Project Manager,5centsCDN Inc.,"Toronto, ON","$55,000 - $85,000 a year",http://www.indeed.ca/company/5centsCDN-Inc./jobs/Project-Manager-a2f4da512f5bba5c?fccid=72caed7d6f5ce6b7&vjs=3,delivery communication_skills project_management software_development written_communication project_manager freelance
3822,3823,Toronto,"Dean, School of Community and Health Studies",Centennial College,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=d8235cab4da20a69&fccid=db8fabdbaed256a6&vjs=3,delivery staffing college’ excel retention equity operations
3823,3824,Toronto,"Manager, Supply Chain Planning",Give & Go Prepared Foods Corp.,"Brampton, ON",no salary info,http://www.indeed.ca/company/Give-&-Go-Prepared-Foods-Corp./jobs/Manager-df3dd36de92995c4?fccid=ea1d9acd2294f439&vjs=3,new_product marketing sales communication_skills forecasting project_management business_operations finance ms_office negotiation analytical supply_chain_management operations
3824,3825,Toronto,Legal Office Manager,ET Office Solutions,"Toronto, ON","$40,000 - $45,000 a year",http://www.indeed.ca/company/ET-Office-Solutions/jobs/Legal-Office-Manager-d65528bd1afa91f8?fccid=f243dd04c73ce881&vjs=3,legal bank primary relationship sales social_media client_relationship customer_service advertising analytics seo
3825,3826,Toronto,Accounting Coordinator - Office of the CEO,SOFINA FOODS INC.,"Markham, ON",no salary info,http://www.indeed.ca/company/Sofina-Foods/jobs/Accounting-Coordinator-caf022d8da11c76f?fccid=2391ff5e98bf3892&vjs=3,legal compliance ca admin accounting advisor
3826,3827,Toronto,"Account Manager, eCommerce",Viva Naturals,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=08ec3a0cfca84be2&fccid=da54ddb3128012a3&vjs=3,strategy new_product marketing analytical_skills promotions sales customer_experience leadership_skills communication_skills project_management selling share account_manager prospecting finance management_skills brand_management competitive_analysis mba analytical marketing_campaigns digital_marketing campaigns new_business
3827,3828,Toronto,Construction Project Coordinator,Maple Drywall Inc.,"Woodbridge, ON",no salary info,http://www.indeed.ca/company/Maple-Drywall-Inc./jobs/Construction-Project-Coordinator-f8e4ba4623604454?fccid=20a9886892e3f452&vjs=3,budgeting communication_skills construction dealing verbal_communication
3828,3829,Toronto,Regulatory Affairs Manager - Oncology,Johnson & Johnson Family of Companies,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=96c666f835f0b462&fccid=0bed8e17bc113980&vjs=3,strategy life_cycle compliance primary writing_skills policies medical hiring
3829,3830,Toronto,Restaurant Manager,A&W Foodservices Canada,"Toronto, ON","$45,000 a year",http://www.indeed.ca/company/N2A-Inc.-(A&W-Canada)/jobs/Restaurant-Manager-6b0ffff73aa71979?fccid=7922b39405a84743&vjs=3,compliance college medical hospitality operations
3830,3831,Toronto,Restaurant Manager,Ricarda's,"Toronto, ON","$105,000 a year",http://www.indeed.ca/company/Ricarda's/jobs/Restaurant-Manager-d91abd3492ed0e04?fccid=359d526beed90166&vjs=3,legal profitability compliance sales customer_service advertising events accounting kitchen interpersonal_skills presentation analytical hiring stock operations
3831,3832,Toronto,SMB Development Manager,Apple,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=b989c7e4de5dd0de&fccid=c1099851e9794854&vjs=3,strategy market marketing regional_sales sales new_business_development selling demand_generation business_development enterprise_sales new_business advisor
3832,3833,Toronto,"Manager, Communications",MasterCard,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=ae83c2aad3cba603&fccid=10b5c722d846df43&vjs=3,marketing events interpersonal_skills
3833,3834,Toronto,CREDIT MANAGER,Accord Financial Ltd.,"Toronto, ON",no salary info,http://www.indeed.ca/company/Accord-Financial-Ltd./jobs/Credit-Manager-dde90fd33ddaf2db?fccid=57def5602b13196d&vjs=3,communication_skills finance ms_office business_finance interpersonal_skills excel
3834,3835,Toronto,"Director, Project Management",Loblaw,"Brampton, ON",no salary info,http://www.indeed.ca/rc/clk?jk=51b5b4ebd7cebdb2&fccid=bc30630cfcc120d4&vjs=3,retail market compliance delivery technical_skills relationship project_management college merchandising relationship_building excel analytical operations recruitment
3835,3836,Toronto,Sales Manager,Connex Trading Company Ltd,"Richmond Hill, ON",$25 an hour,http://www.indeed.ca/company/Connex-Trading-Company-Ltd/jobs/Sales-Manager-1c0e7e6ee3079fd4?fccid=b4f85c523f913834&vjs=3,new_product market delivery promotions relationship sales communication_skills usa trading ms_office product_presentation presentation trader operations
3836,3837,Toronto,"Administrative Assistant, Practice Management",Raymond James,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=fed4029b3cf34b86&fccid=a29e9c4c46532426&vjs=3,relationship ca customer_service customer_relationship events dealing excel advisor relationship_management travel wealth_management recruitment
3837,3838,Toronto,Treatment Coordinator/Office Manager,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Treatment-Coordinator-Office-Manager-d4361ea303f102f1?fccid=21778cedba5604d4&vjs=3,insurance customer_service
